Attrition,EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,MonthlyIncome,OverTime,EducationField,BusinessTravel,DistanceFromHome,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,479,36,Female,Single,Sales,Sales Executive,6653,No,Medical,Non-Travel,1,2,3,4,3,15,0,6,7,4,1,0,0,0
0,481,36,Male,Married,Sales,Sales Executive,9699,No,Medical,Travel_Frequently,3,3,2,4,3,11,1,2,16,4,13,9,1,12
0,482,57,Male,Married,Research & Development,Healthcare Representative,6755,No,Medical,Travel_Rarely,1,2,3,3,3,11,0,2,15,2,3,2,1,2
0,483,40,Female,Married,Research & Development,Laboratory Technician,2213,Yes,Life Sciences,Travel_Rarely,10,1,4,3,3,13,1,3,10,3,7,7,1,7
0,484,21,Male,Single,Sales,Sales Representative,2610,No,Medical,Non-Travel,9,1,3,4,4,24,0,3,3,1,3,2,2,2
1,485,33,Female,Single,Sales,Sales Representative,2851,Yes,Marketing,Travel_Rarely,5,1,3,3,3,13,0,2,1,1,1,0,0,0
0,486,37,Female,Married,Research & Development,Laboratory Technician,3452,No,Medical,Travel_Rarely,10,1,3,1,4,20,1,3,17,6,5,4,0,3
0,487,46,Female,Married,Research & Development,Manufacturing Director,5258,No,Medical,Non-Travel,7,2,3,3,3,14,0,2,7,2,1,0,0,0
1,488,41,Male,Single,Sales,Sales Executive,9355,No,Marketing,Travel_Frequently,4,2,3,2,3,18,0,5,8,1,8,7,7,7
0,491,50,Male,Single,Research & Development,Healthcare Representative,10496,No,Technical Degree,Travel_Rarely,10,3,2,4,3,15,0,2,20,6,4,3,1,3
1,492,40,Male,Married,Sales,Sales Executive,6380,Yes,Marketing,Travel_Rarely,22,2,2,3,3,12,2,6,8,2,6,4,1,0
0,493,31,Male,Single,Research & Development,Research Scientist,2657,Yes,Life Sciences,Travel_Rarely,9,1,2,2,3,16,0,5,3,0,2,2,2,2
1,494,21,Female,Single,Sales,Sales Representative,2716,No,Life Sciences,Travel_Rarely,12,1,4,2,3,15,0,0,1,1,1,0,0,0
0,495,29,Male,Single,Research & Development,Research Scientist,2201,No,Life Sciences,Travel_Rarely,23,1,3,4,3,16,0,4,6,9,3,2,1,2
0,496,35,Male,Single,Research & Development,Healthcare Representative,6540,No,Life Sciences,Travel_Rarely,9,2,2,2,3,19,0,5,10,9,1,1,0,0
0,497,27,Male,Divorced,Research & Development,Laboratory Technician,3816,No,Medical,Travel_Rarely,1,1,3,2,3,11,1,2,5,1,5,2,0,4
0,498,28,Male,Single,Sales,Sales Executive,5253,No,Life Sciences,Travel_Rarely,9,2,3,4,3,16,0,1,7,1,7,5,0,7
0,499,49,Male,Single,Research & Development,Healthcare Representative,10965,No,Other,Travel_Rarely,7,3,2,3,4,24,0,2,26,8,5,2,0,0
0,500,51,Female,Married,Sales,Sales Executive,4936,No,Life Sciences,Travel_Rarely,14,2,3,4,3,11,1,2,18,4,7,7,0,7
0,501,36,Female,Married,Research & Development,Research Scientist,2543,No,Life Sciences,Travel_Rarely,2,1,3,3,3,13,1,3,6,4,2,2,2,2
1,502,34,Male,Single,Sales,Sales Executive,5304,Yes,Marketing,Non-Travel,19,2,4,4,3,13,0,3,9,8,5,2,0,4
0,505,55,Female,Single,Research & Development,Manager,16659,Yes,Life Sciences,Travel_Rarely,2,4,3,4,3,13,0,2,30,2,5,4,1,2
0,507,24,Female,Divorced,Sales,Sales Executive,4260,Yes,Marketing,Travel_Rarely,10,2,3,3,3,12,1,2,5,1,5,2,0,3
0,508,30,Male,Married,Sales,Sales Representative,2476,No,Technical Degree,Travel_Rarely,2,1,3,2,3,18,1,3,1,1,1,0,0,0
1,510,26,Male,Single,Research & Development,Research Scientist,3102,No,Technical Degree,Travel_Frequently,3,1,3,1,4,22,0,2,7,0,6,4,0,4
0,511,22,Female,Married,Research & Development,Research Scientist,2244,No,Medical,Travel_Rarely,11,1,3,2,3,13,1,1,2,1,2,1,1,2
0,513,36,Male,Married,Sales,Sales Executive,7596,No,Medical,Travel_Rarely,2,3,2,3,3,13,2,2,10,1,10,9,9,0
1,514,30,Male,Single,Research & Development,Research Scientist,2285,Yes,Technical Degree,Travel_Frequently,4,1,3,4,4,23,0,4,3,9,1,0,0,0
0,515,37,Female,Divorced,Research & Development,Laboratory Technician,3034,No,Life Sciences,Travel_Rarely,14,1,3,1,3,12,1,2,18,1,18,7,12,17
0,516,40,Female,Divorced,Sales,Sales Executive,5715,No,Marketing,Travel_Rarely,2,2,3,2,3,12,2,5,8,7,5,4,1,3
0,517,42,Female,Divorced,Research & Development,Laboratory Technician,2576,No,Life Sciences,Travel_Rarely,1,1,3,1,3,16,1,5,8,3,5,2,1,2
0,518,37,Male,Single,Research & Development,Manufacturing Director,4197,Yes,Life Sciences,Travel_Rarely,10,2,3,2,3,12,0,2,18,2,1,0,0,1
0,520,43,Male,Divorced,Research & Development,Research Director,14336,No,Life Sciences,Travel_Rarely,12,4,2,2,3,11,1,3,25,1,25,10,3,9
0,521,40,Female,Married,Research & Development,Laboratory Technician,3448,No,Medical,Travel_Rarely,2,2,2,3,4,22,1,3,20,6,1,0,0,0
0,522,54,Male,Married,Research & Development,Research Director,19406,No,Medical,Travel_Rarely,5,5,3,1,3,11,1,4,24,4,4,2,1,2
0,523,34,Female,Married,Sales,Sales Executive,6538,No,Marketing,Non-Travel,4,2,3,3,3,15,1,3,6,9,3,2,1,2
0,524,31,Female,Married,Research & Development,Manufacturing Director,4306,No,Medical,Travel_Rarely,7,2,3,1,3,12,1,5,13,1,13,10,3,12
0,525,43,Male,Married,Research & Development,Laboratory Technician,2258,No,Medical,Travel_Frequently,21,1,3,4,4,20,1,1,8,7,3,2,1,2
0,526,43,Female,Divorced,Research & Development,Healthcare Representative,4522,Yes,Other,Travel_Rarely,8,2,3,3,3,14,0,3,8,4,5,2,0,2
0,527,25,Female,Single,Sales,Sales Executive,4487,Yes,Life Sciences,Travel_Rarely,4,2,2,4,3,11,0,3,5,1,5,4,1,3
0,529,37,Female,Married,Research & Development,Research Scientist,4449,Yes,Medical,Non-Travel,25,2,3,3,3,15,2,2,15,3,13,11,10,7
0,530,31,Male,Married,Research & Development,Laboratory Technician,2218,No,Life Sciences,Travel_Rarely,1,1,2,1,3,12,1,3,4,1,4,2,3,2
0,531,39,Male,Divorced,Research & Development,Manager,19197,Yes,Life Sciences,Travel_Frequently,1,5,3,3,3,14,1,3,21,1,21,8,1,6
0,532,56,Female,Married,Sales,Sales Executive,13212,No,Life Sciences,Travel_Frequently,6,4,4,1,3,11,3,0,36,9,7,7,7,7
0,533,30,Female,Single,Sales,Sales Executive,6577,No,Technical Degree,Travel_Rarely,12,2,3,3,3,11,0,6,6,0,5,4,4,4
0,534,41,Male,Married,Sales,Sales Executive,8392,No,Marketing,Travel_Rarely,1,3,4,1,3,16,1,2,10,1,10,7,0,7
0,536,28,Male,Divorced,Research & Development,Laboratory Technician,4558,No,Medical,Travel_Rarely,17,2,3,1,3,12,1,2,10,1,10,0,1,8
1,538,25,Male,Married,Research & Development,Laboratory Technician,4031,No,Medical,Travel_Rarely,3,1,3,1,3,13,1,5,6,5,2,2,0,2
0,543,52,Male,Married,Research & Development,Manufacturing Director,7969,Yes,Medical,Travel_Rarely,3,3,2,3,3,14,0,4,28,2,5,4,0,4
0,544,45,Male,Married,Research & Development,Research Scientist,2654,No,Life Sciences,Travel_Rarely,10,1,3,4,4,21,2,3,8,3,2,2,0,2
0,546,52,Female,Married,Research & Development,Manager,16555,No,Life Sciences,Travel_Rarely,4,4,3,4,3,13,0,2,31,2,5,2,1,4
0,547,42,Female,Divorced,Research & Development,Research Scientist,4556,No,Life Sciences,Travel_Frequently,29,2,3,3,3,11,1,3,19,2,5,4,0,2
0,548,30,Female,Single,Research & Development,Manufacturing Director,6091,No,Life Sciences,Travel_Rarely,2,2,1,4,4,20,0,2,11,2,5,4,0,2
0,549,60,Female,Married,Research & Development,Manager,19566,No,Life Sciences,Travel_Rarely,7,5,3,1,3,11,0,5,33,5,29,8,11,10
0,550,46,Female,Divorced,Research & Development,Manufacturing Director,4810,No,Medical,Travel_Rarely,18,2,3,3,3,14,1,5,19,2,10,7,0,8
0,551,42,Female,Married,Research & Development,Healthcare Representative,4523,No,Technical Degree,Travel_Frequently,28,2,2,4,3,11,3,4,7,0,6,5,0,4
1,554,24,Female,Single,Sales,Sales Representative,3202,Yes,Technical Degree,Travel_Rarely,1,1,3,2,3,16,0,4,6,1,5,3,1,4
1,555,34,Female,Divorced,Sales,Sales Representative,2351,No,Marketing,Travel_Frequently,6,1,1,3,3,16,1,3,3,0,2,2,1,0
0,556,38,Male,Married,Research & Development,Laboratory Technician,1702,Yes,Life Sciences,Travel_Frequently,2,1,3,4,4,23,1,3,1,1,1,0,0,0
0,558,40,Female,Married,Sales,Manager,18041,No,Life Sciences,Travel_Rarely,2,5,3,3,3,14,0,2,21,0,20,15,1,12
0,560,26,Female,Divorced,Research & Development,Research Scientist,2886,No,Life Sciences,Travel_Rarely,23,1,3,4,4,22,2,3,3,1,3,2,0,2
0,562,30,Male,Married,Research & Development,Laboratory Technician,2097,No,Life Sciences,Non-Travel,3,1,3,4,3,15,1,3,9,4,5,3,1,4
0,564,29,Male,Married,Research & Development,Research Director,11935,No,Medical,Travel_Rarely,3,3,2,3,3,18,0,2,10,1,10,2,0,7
1,565,29,Female,Married,Research & Development,Research Scientist,2546,No,Technical Degree,Travel_Rarely,25,1,2,2,3,16,0,2,6,5,2,2,1,1
1,566,19,Male,Single,Human Resources,Human Resources,2564,No,Technical Degree,Travel_Rarely,2,1,2,4,3,12,0,3,1,1,1,0,0,0
0,567,30,Female,Married,Sales,Sales Executive,8412,No,Other,Non-Travel,22,3,3,1,3,11,0,3,10,0,9,8,7,8
0,568,57,Male,Divorced,Sales,Manager,14118,No,Marketing,Travel_Rarely,29,4,2,4,3,12,1,3,32,3,1,0,0,0
0,569,50,Male,Married,Research & Development,Manager,17046,No,Life Sciences,Travel_Rarely,29,4,2,3,3,15,1,2,28,0,27,10,15,7
0,571,30,Female,Single,Research & Development,Laboratory Technician,2564,No,Medical,Non-Travel,2,1,3,4,3,14,0,2,12,0,11,7,6,7
0,573,60,Female,Married,Sales,Sales Executive,10266,No,Marketing,Travel_Frequently,28,3,2,1,3,19,0,5,22,4,18,13,13,11
0,574,47,Female,Divorced,Research & Development,Manufacturing Director,5070,No,Medical,Travel_Rarely,2,2,3,4,3,13,3,2,20,5,5,0,0,4
0,575,46,Male,Married,Research & Development,Research Director,17861,No,Life Sciences,Travel_Rarely,2,4,3,3,3,13,0,2,26,6,3,2,0,1
0,577,35,Male,Single,Research & Development,Laboratory Technician,4230,No,Life Sciences,Travel_Rarely,22,1,1,3,3,15,0,2,6,0,5,4,4,3
0,578,54,Female,Single,Research & Development,Laboratory Technician,3780,No,Life Sciences,Travel_Rarely,8,2,3,3,3,11,0,3,19,7,1,0,0,0
0,579,34,Male,Divorced,Research & Development,Research Scientist,2768,No,Life Sciences,Travel_Rarely,2,1,2,3,3,12,1,3,14,3,7,3,5,7
0,580,46,Female,Married,Sales,Sales Executive,9071,Yes,Marketing,Travel_Rarely,10,3,2,4,3,19,1,3,15,2,3,2,1,2
0,581,31,Male,Divorced,Research & Development,Manufacturing Director,10648,No,Life Sciences,Travel_Rarely,9,3,3,2,4,25,1,6,13,1,13,8,0,8
1,582,33,Male,Married,Research & Development,Manager,13610,Yes,Medical,Travel_Rarely,15,3,3,3,3,12,0,2,15,7,7,6,7,7
1,584,33,Male,Divorced,Research & Development,Laboratory Technician,3408,No,Medical,Travel_Rarely,10,1,1,4,3,13,3,2,8,7,4,3,1,3
0,585,30,Male,Single,Sales,Sales Representative,2983,No,Marketing,Travel_Rarely,7,1,3,2,3,14,0,3,4,0,3,2,1,2
0,586,35,Male,Married,Research & Development,Healthcare Representative,7632,Yes,Life Sciences,Travel_Rarely,16,3,3,3,3,12,0,2,10,4,8,7,0,0
1,587,31,Male,Married,Research & Development,Healthcare Representative,9824,No,Life Sciences,Travel_Frequently,20,3,3,3,3,12,0,2,12,3,1,0,0,0
1,590,34,Female,Divorced,Human Resources,Human Resources,9950,Yes,Human Resources,Travel_Frequently,23,3,3,1,3,15,3,2,11,9,3,2,0,2
0,591,42,Male,Married,Research & Development,Laboratory Technician,2093,No,Other,Travel_Frequently,5,1,3,3,3,17,1,4,8,4,2,2,2,0
0,592,36,Male,Single,Sales,Sales Executive,9980,No,Medical,Non-Travel,10,3,3,4,3,14,0,3,10,1,10,3,9,7
1,593,22,Male,Single,Research & Development,Laboratory Technician,3894,No,Technical Degree,Travel_Frequently,4,1,2,3,3,16,0,3,4,5,2,2,1,2
0,595,48,Female,Married,Sales,Sales Executive,4051,No,Marketing,Travel_Rarely,2,2,3,4,3,14,1,2,14,2,9,7,6,7
0,597,55,Female,Single,Sales,Manager,16835,No,Life Sciences,Travel_Rarely,18,4,3,2,4,23,0,2,37,3,10,9,7,7
0,599,41,Male,Single,Sales,Sales Executive,6230,No,Life Sciences,Non-Travel,10,2,3,4,3,14,0,3,16,7,14,3,1,10
0,600,35,Male,Married,Sales,Sales Executive,4717,No,Marketing,Travel_Rarely,1,2,3,3,3,11,0,2,15,9,11,9,6,9
0,601,40,Female,Single,Research & Development,Manufacturing Director,13237,No,Life Sciences,Travel_Rarely,6,4,3,3,3,15,0,3,22,7,20,6,5,13
0,602,39,Female,Married,Research & Development,Laboratory Technician,3755,No,Life Sciences,Travel_Frequently,8,1,3,3,3,11,1,3,8,1,8,3,0,7
0,604,31,Male,Single,Sales,Sales Executive,6582,Yes,Life Sciences,Travel_Rarely,2,2,3,4,3,13,0,2,10,4,6,5,0,5
0,605,42,Male,Married,Research & Development,Manufacturing Director,7406,Yes,Medical,Travel_Rarely,24,3,3,1,4,21,1,5,10,1,10,9,5,8
0,606,45,Male,Married,Sales,Sales Executive,4805,No,Other,Travel_Rarely,2,2,3,2,3,19,1,3,9,0,8,7,3,7
1,608,26,Female,Divorced,Human Resources,Human Resources,2741,Yes,Life Sciences,Travel_Frequently,17,1,3,3,3,11,1,2,8,0,7,7,1,0
0,611,29,Male,Divorced,Research & Development,Manufacturing Director,4262,No,Technical Degree,Travel_Rarely,19,2,3,4,3,12,2,2,8,4,3,2,1,2
0,612,33,Female,Divorced,Research & Development,Research Director,16184,No,Medical,Travel_Rarely,1,4,4,3,3,19,1,2,10,4,6,1,0,5
0,613,31,Male,Divorced,Sales,Manager,11557,No,Life Sciences,Travel_Rarely,7,3,2,4,4,21,1,3,10,9,5,4,0,1
1,614,18,Male,Single,Sales,Sales Representative,1878,Yes,Marketing,Travel_Frequently,5,1,3,2,3,14,0,3,0,1,0,0,0,0
0,615,40,Male,Divorced,Sales,Sales Executive,10932,No,Other,Non-Travel,28,3,1,1,3,15,1,2,20,3,1,0,0,1
0,616,41,Female,Single,Research & Development,Healthcare Representative,6811,Yes,Other,Non-Travel,2,2,2,3,3,17,0,3,10,2,8,7,0,7
0,618,26,Male,Divorced,Sales,Sales Executive,4306,No,Medical,Travel_Rarely,29,2,3,3,3,12,2,5,8,5,0,0,0,0
0,620,35,Female,Single,Sales,Sales Executive,4859,No,Medical,Travel_Rarely,1,2,3,3,3,16,0,3,5,1,5,4,0,3
0,621,34,Male,Single,Sales,Sales Executive,5337,No,Life Sciences,Travel_Rarely,21,2,4,4,3,12,0,3,10,1,10,7,5,7
1,622,26,Male,Single,Research & Development,Laboratory Technician,2340,Yes,Technical Degree,Travel_Rarely,24,1,1,4,3,18,0,3,1,1,1,0,0,0
0,623,37,Female,Single,Research & Development,Manufacturing Director,7491,No,Technical Degree,Travel_Rarely,1,3,3,4,3,17,0,3,12,4,6,5,1,2
0,624,46,Female,Married,Research & Development,Healthcare Representative,10527,No,Medical,Travel_Frequently,18,3,3,3,3,11,0,3,28,5,2,2,1,2
0,625,41,Female,Married,Sales,Manager,16595,No,Life Sciences,Travel_Rarely,2,4,3,1,3,16,1,2,22,7,18,16,11,8
0,626,37,Male,Divorced,Sales,Sales Executive,8834,No,Medical,Non-Travel,9,3,3,2,3,13,1,6,9,1,9,5,7,7
0,630,52,Male,Divorced,Research & Development,Research Scientist,5577,Yes,Technical Degree,Travel_Rarely,6,2,3,1,3,12,2,3,18,3,10,9,6,9
1,631,32,Male,Married,Sales,Sales Executive,4707,No,Other,Non-Travel,11,2,4,3,3,12,0,2,6,8,4,2,1,2
0,632,24,Male,Married,Sales,Sales Representative,2400,No,Medical,Travel_Frequently,24,1,3,4,3,13,2,3,3,0,2,2,2,1
0,634,38,Female,Married,Research & Development,Healthcare Representative,9824,No,Medical,Travel_Rarely,10,2,3,3,3,19,1,4,18,3,1,0,0,0
0,635,37,Female,Married,Research & Development,Manufacturing Director,6447,No,Life Sciences,Travel_Rarely,1,2,3,2,3,12,1,2,8,6,6,5,4,3
0,638,49,Male,Divorced,Research & Development,Research Director,19502,Yes,Life Sciences,Travel_Rarely,18,5,2,3,3,17,1,5,31,1,31,9,0,9
0,639,24,Male,Married,Research & Development,Research Scientist,2725,Yes,Medical,Travel_Rarely,23,1,4,4,3,11,2,3,6,1,6,5,1,4
0,641,26,Male,Married,Sales,Sales Executive,6272,No,Marketing,Travel_Rarely,28,2,3,2,4,20,2,5,6,1,5,3,1,4
0,643,24,Male,Married,Research & Development,Laboratory Technician,2127,No,Other,Travel_Rarely,17,1,2,2,4,21,1,2,1,1,1,0,0,0
0,644,50,Male,Married,Human Resources,Manager,18200,No,Medical,Travel_Frequently,3,5,3,2,3,11,1,2,32,1,32,5,10,7
0,645,25,Male,Married,Sales,Sales Representative,2096,No,Medical,Travel_Rarely,13,1,3,3,3,11,0,1,7,1,7,4,0,6
1,647,24,Female,Married,Research & Development,Laboratory Technician,2886,Yes,Life Sciences,Travel_Frequently,7,1,3,3,3,16,1,4,6,1,6,3,1,2
1,648,30,Male,Married,Sales,Sales Representative,2033,No,Life Sciences,Travel_Frequently,12,1,2,1,3,18,1,2,1,1,1,0,0,0
0,649,34,Male,Married,Research & Development,Research Scientist,3622,Yes,Life Sciences,Travel_Rarely,1,1,2,4,3,13,1,3,6,1,6,5,1,3
1,650,31,Male,Divorced,Sales,Sales Executive,4233,No,Medical,Travel_Rarely,13,2,3,1,3,17,0,2,9,2,3,1,1,2
0,652,35,Male,Single,Research & Development,Laboratory Technician,3681,No,Other,Travel_Rarely,25,2,2,4,3,14,0,3,9,4,3,2,0,2
0,653,31,Male,Divorced,Sales,Sales Executive,5460,No,Medical,Travel_Rarely,6,2,4,4,4,22,2,4,13,4,7,7,5,7
0,655,27,Female,Divorced,Research & Development,Research Scientist,2187,No,Medical,Travel_Rarely,6,1,2,3,3,12,2,5,6,0,5,3,0,3
0,656,37,Male,Married,Sales,Sales Executive,9602,Yes,Marketing,Travel_Rarely,2,2,3,3,3,11,1,3,17,4,3,0,1,0
0,657,20,Female,Single,Research & Development,Research Scientist,2836,No,Life Sciences,Travel_Rarely,1,1,2,2,3,13,0,0,1,1,1,0,0,0
0,659,42,Female,Married,Research & Development,Healthcare Representative,4089,No,Life Sciences,Travel_Rarely,2,2,3,4,3,13,2,4,10,1,10,2,2,2
0,661,43,Male,Divorced,Research & Development,Research Director,16627,Yes,Other,Travel_Rarely,6,4,2,4,3,14,1,3,21,4,1,0,0,0
0,662,38,Female,Single,Research & Development,Research Scientist,2619,No,Life Sciences,Travel_Rarely,1,1,3,1,3,17,0,3,8,3,0,0,0,0
0,663,43,Male,Divorced,Research & Development,Laboratory Technician,5679,Yes,Medical,Travel_Frequently,9,2,3,3,3,13,1,3,10,3,8,7,4,7
0,664,48,Female,Married,Research & Development,Manager,15402,No,Life Sciences,Travel_Rarely,1,4,2,1,3,11,1,3,21,7,3,2,0,2
0,665,44,Female,Single,Human Resources,Human Resources,5985,No,Life Sciences,Travel_Rarely,1,2,2,3,3,11,0,1,10,4,2,2,0,2
0,666,34,Female,Divorced,Sales,Sales Representative,2579,Yes,Technical Degree,Travel_Rarely,14,1,3,3,3,18,2,3,8,1,8,2,0,6
1,667,27,Male,Divorced,Sales,Sales Representative,3041,No,Marketing,Travel_Rarely,2,1,3,1,3,11,1,3,5,0,4,3,0,2
0,669,21,Male,Single,Sales,Sales Representative,3447,No,Technical Degree,Travel_Rarely,22,1,3,3,3,11,0,2,3,1,3,2,1,2
0,671,44,Male,Married,Research & Development,Manager,19513,Yes,Other,Travel_Rarely,3,5,3,4,3,12,1,2,26,4,2,2,0,1
0,675,22,Male,Married,Research & Development,Research Scientist,2773,No,Medical,Travel_Rarely,6,1,3,3,4,20,0,3,3,0,2,2,2,2
0,677,33,Male,Divorced,Sales,Sales Executive,7104,No,Marketing,Travel_Rarely,8,2,3,3,3,12,0,3,6,0,5,0,1,2
0,679,32,Female,Married,Research & Development,Research Scientist,6322,Yes,Life Sciences,Travel_Rarely,9,2,3,4,3,12,1,2,6,1,6,4,0,5
0,680,30,Female,Divorced,Research & Development,Research Scientist,2083,No,Medical,Travel_Frequently,3,1,3,3,4,20,1,2,1,1,1,0,0,0
0,682,53,Female,Single,Sales,Sales Executive,8381,No,Medical,Travel_Rarely,1,2,3,1,4,20,0,2,18,7,14,7,8,10
0,683,34,Male,Married,Research & Development,Research Scientist,2691,No,Life Sciences,Travel_Rarely,1,1,3,4,3,12,1,4,10,1,10,9,8,8
1,684,45,Female,Married,Sales,Sales Executive,4286,No,Life Sciences,Travel_Frequently,26,2,3,1,3,14,2,4,5,2,1,1,0,0
0,686,26,Female,Married,Research & Development,Laboratory Technician,2659,Yes,Life Sciences,Travel_Rarely,6,1,3,4,3,13,1,2,3,1,3,2,0,2
0,689,37,Male,Married,Research & Development,Manufacturing Director,9434,No,Other,Travel_Rarely,3,3,3,3,3,15,1,2,10,1,10,7,7,8
0,690,29,Female,Married,Sales,Sales Executive,5561,No,Medical,Travel_Rarely,3,2,3,3,3,14,1,5,6,1,6,0,1,2
0,691,35,Male,Single,Research & Development,Research Scientist,6646,No,Life Sciences,Travel_Rarely,6,2,1,4,3,13,0,3,17,1,17,11,11,8
0,692,33,Male,Divorced,Research & Development,Healthcare Representative,7725,No,Life Sciences,Travel_Frequently,6,2,3,4,4,23,1,2,15,3,13,11,4,7
0,698,54,Male,Married,Human Resources,Human Resources,10725,No,Medical,Travel_Rarely,19,3,3,2,3,15,1,1,16,2,9,7,7,1
0,699,36,Male,Divorced,Research & Development,Manufacturing Director,8847,Yes,Medical,Travel_Rarely,9,2,2,2,3,11,1,2,13,2,3,2,0,2
0,700,27,Male,Single,Research & Development,Research Scientist,2045,No,Medical,Travel_Rarely,3,1,2,4,3,13,0,0,5,0,4,2,1,1
1,701,20,Male,Single,Research & Development,Research Scientist,1009,Yes,Medical,Travel_Rarely,10,1,3,3,3,11,0,5,1,1,1,0,1,1
1,702,33,Male,Single,Research & Development,Research Scientist,3348,Yes,Life Sciences,Travel_Frequently,3,1,3,1,3,11,0,3,10,1,10,8,9,7
0,704,35,Male,Married,Research & Development,Laboratory Technician,1281,No,Life Sciences,Non-Travel,3,1,2,3,3,18,2,3,1,1,1,0,0,0
0,705,23,Male,Married,Research & Development,Research Scientist,2819,No,Medical,Travel_Rarely,4,1,4,1,3,16,1,3,5,2,3,2,0,2
0,707,25,Male,Married,Sales,Sales Executive,4851,No,Life Sciences,Travel_Rarely,8,2,4,2,4,22,1,4,4,0,3,2,1,2
0,709,38,Female,Single,Sales,Sales Executive,4028,No,Marketing,Travel_Rarely,7,2,2,4,4,20,0,2,8,0,7,7,0,5
0,710,29,Male,Divorced,Research & Development,Research Scientist,2720,No,Life Sciences,Travel_Frequently,1,1,1,4,3,18,1,5,10,1,10,7,2,8
0,712,48,Male,Married,Sales,Sales Executive,8120,No,Marketing,Travel_Rarely,2,2,4,2,3,12,0,3,12,3,2,2,2,2
0,714,27,Female,Divorced,Sales,Sales Executive,4647,Yes,Medical,Travel_Frequently,3,2,4,4,4,20,2,3,6,1,6,5,0,4
0,715,37,Male,Single,Research & Development,Research Scientist,4680,No,Life Sciences,Travel_Rarely,10,1,4,4,3,17,0,2,4,3,1,0,0,0
0,716,50,Male,Married,Research & Development,Laboratory Technician,3221,Yes,Medical,Travel_Rarely,28,1,4,3,3,11,3,3,20,1,20,8,3,8
0,717,34,Female,Single,Research & Development,Healthcare Representative,8621,No,Medical,Travel_Rarely,9,3,2,2,3,14,0,3,9,1,8,7,7,7
1,720,24,Female,Single,Sales,Sales Executive,4577,No,Life Sciences,Travel_Rarely,3,2,3,3,3,14,0,3,4,9,2,2,2,0
0,721,39,Female,Single,Research & Development,Healthcare Representative,4553,No,Technical Degree,Travel_Rarely,2,2,2,3,3,11,0,4,20,1,20,7,11,10
0,722,32,Male,Single,Sales,Sales Executive,5396,No,Marketing,Travel_Rarely,10,2,3,4,3,12,0,2,10,1,10,7,0,8
1,723,50,Male,Married,Sales,Sales Executive,6796,Yes,Technical Degree,Travel_Frequently,8,2,3,3,3,14,1,4,18,3,4,3,1,3
0,724,38,Female,Single,Research & Development,Healthcare Representative,7625,No,Life Sciences,Travel_Rarely,1,2,4,4,3,13,0,4,10,0,9,7,1,8
0,725,27,Female,Married,Research & Development,Manufacturing Director,7412,No,Life Sciences,Travel_Rarely,1,3,3,1,3,11,0,3,9,1,9,7,0,7
0,727,32,Female,Single,Research & Development,Research Director,11159,No,Life Sciences,Travel_Rarely,3,3,3,4,3,15,0,6,10,3,7,7,7,7
0,728,47,Male,Single,Sales,Sales Executive,4960,No,Marketing,Travel_Rarely,14,2,3,1,3,12,0,2,20,2,7,7,1,7
0,729,40,Male,Married,Sales,Sales Executive,10475,Yes,Life Sciences,Travel_Frequently,5,3,2,1,4,21,1,2,20,5,18,13,1,12
0,730,53,Male,Married,Research & Development,Research Director,14814,No,Life Sciences,Travel_Rarely,7,4,4,3,3,19,0,3,32,3,5,1,1,3
0,731,41,Male,Divorced,Human Resources,Manager,19141,No,Human Resources,Travel_Rarely,10,5,2,4,3,15,3,2,23,3,21,6,12,6
0,732,60,Male,Single,Sales,Sales Executive,5405,No,Marketing,Travel_Rarely,16,2,3,1,3,14,0,1,10,8,2,2,2,2
0,733,27,Male,Divorced,Research & Development,Manufacturing Director,8793,No,Life Sciences,Travel_Frequently,10,3,3,1,4,21,2,4,9,1,9,7,1,7
0,734,41,Male,Married,Human Resources,Manager,19189,No,Human Resources,Travel_Rarely,1,5,2,3,3,12,1,3,22,1,22,7,2,10
0,738,50,Male,Married,Sales,Sales Representative,3875,No,Marketing,Travel_Rarely,8,1,3,2,3,15,1,2,4,7,2,2,2,2
1,741,28,Female,Single,Research & Development,Research Scientist,2216,Yes,Life Sciences,Travel_Rarely,1,1,1,2,3,13,0,4,10,7,7,7,3,7
0,742,36,Female,Married,Research & Development,Research Director,11713,No,Life Sciences,Non-Travel,8,3,4,1,3,14,1,2,10,9,8,7,0,5
0,743,38,Female,Single,Research & Development,Manufacturing Director,7861,Yes,Life Sciences,Travel_Rarely,1,3,3,3,3,14,0,4,10,4,1,0,0,0
0,744,44,Male,Single,Research & Development,Laboratory Technician,3708,No,Medical,Non-Travel,24,1,1,3,3,14,0,5,9,2,5,2,1,4
0,746,47,Female,Divorced,Sales,Sales Executive,13770,Yes,Medical,Travel_Frequently,3,4,3,3,3,12,2,2,28,9,22,2,11,13
0,747,30,Male,Divorced,Sales,Sales Executive,5304,No,Marketing,Travel_Rarely,27,2,3,4,4,23,1,2,10,7,8,7,7,7
0,749,29,Male,Single,Sales,Sales Representative,2642,No,Life Sciences,Travel_Rarely,10,1,3,3,3,11,0,6,1,1,1,0,0,0
